# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_avuncular_model
# start_datetime = 2023-05-12 13:15:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_avuncular_input.json
# random
#   seed = 390320259 (Default)
# output
#   file = model_avuncular_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,birth_date_grandmother,birth_date_sister,age_m_s
# Adaptation terminated
# Step size = 0.285566
# Diagonal elements of inverse mass matrix:
# 35.1691, 33.9261, 0.0197128, 0.0360047, 0.523319, 0.427349
9.08571,0.986846,0.285566,3,15,0,-0.702872,-524.546,-498.448,42.4336,38.6442,29.1376,28.6722,-596.117,-565.765,30.3522
8.8532,0.936324,0.285566,4,15,0,-5.59135,-528.555,-492.85,37.9303,36.7628,15.6389,28.4621,-582.124,-558.075,24.0493
9.02709,0.986827,0.285566,4,15,0,-6.74024,-522.053,-495.728,41.4473,34.9785,30.498,34.4444,-593.998,-565.151,28.8478
7.50153,0.930688,0.285566,4,15,0,-6.51375,-530.693,-490.864,40.3605,34.1004,15.2335,40.969,-586.287,-565.934,20.3534
8.79352,0.995746,0.285566,4,15,0,-5.66198,-519.949,-496.489,34.4209,33.3261,19.5247,20.1443,-573.895,-549.96,23.9347
6.18504,0.865818,0.285566,3,12,1,-4.4975,-528.582,-490.3,40.3346,32.2057,15.8241,18.4905,-584.74,-540.996,43.744
7.26495,0.888889,0.285566,3,9,1,-4.87168,-528.102,-497.789,36.6735,35.2504,15.2702,21.0671,-580.046,-554.106,25.9396
9.8517,0.997536,0.285566,3,7,0,-6.23108,-525.067,-498.079,42.9862,34.4494,16.8597,33.1073,-584.913,-565.636,19.2768
6.1186,0.626622,0.285566,3,8,1,-5.46393,-516.233,-490.412,40.3643,40.0511,25.5473,17.3052,-582.145,-547.768,34.3768
7.92983,0.896713,0.285566,3,10,1,-4.01626,-527.709,-494.066,45.1082,37.616,17.3639,18.7235,-590.182,-550.406,39.7757
8.03771,0.963091,0.285566,3,7,0,-3.90002,-529.997,-497.283,40.4299,44.514,19.8006,19.1421,-590.228,-560.939,29.289
7.8085,0.991299,0.285566,4,15,0,-6.58988,-522.015,-490.756,39.8079,22.6524,20.1023,43.4329,-581.925,-556.841,25.0834
10.3766,0.98099,0.285566,3,15,0,-6.0439,-524.946,-492.792,36.5336,34.366,22.1175,28.0172,-583.597,-555.176,28.4214
8.66559,0.965843,0.285566,3,7,0,-7.53958,-528.365,-490.805,32.9787,28.4868,21.4778,41.0165,-582.821,-560.309,22.5127
8.5072,0.993416,0.285566,4,15,0,-6.26798,-516.188,-499.828,38.4657,33.7763,22.9827,22.2185,-577.637,-555.823,21.8135
8.20996,0.451971,0.285566,1,2,1,-3.15292,-515.657,-495.661,40.9489,34.4746,24.4779,20.6392,-581.084,-550.775,30.3084
5.99117,0.96822,0.285566,3,7,0,-4.60727,-513.599,-496.22,49.4907,40.1187,23.6759,19.1557,-586.765,-555.494,31.2708
8.678,0.864665,0.285566,4,15,0,-0.892317,-530.697,-503.184,42.1421,39.1159,20.6069,33.9886,-593.446,-576.289,17.1567
9.29572,0.0806131,0.285566,3,7,0,-5.79226,-531.79,-502.554,44.4531,34.7367,21.0052,31.4624,-597.248,-568.753,28.4948
5.79923,0.861488,0.285566,3,11,0,-4.07394,-519.77,-490.016,33.8402,34.9744,15.0687,21.19,-568.679,-546.18,22.4988
5.79923,0,0.285566,0,1,1,-1.43212,-519.77,-490.016,33.8402,34.9744,15.0687,21.19,-568.679,-546.18,22.4988
4.06967,0.989319,0.285566,3,7,0,-3.64965,-517.778,-489.975,31.8792,32.8859,14.9796,19.2814,-564.637,-542.142,22.4946
8.55929,0.863348,0.285566,3,9,1,-1.45154,-529.83,-495.067,47.3136,31.4693,16.195,35.736,-593.339,-562.272,31.0667
7.74616,0.918562,0.285566,3,11,0,-5.89534,-518.295,-490.468,31.6222,37.7888,26.4664,26.5995,-576.383,-554.857,21.5268
8.91005,0.995044,0.285566,4,15,0,-5.35634,-534.179,-495.233,34.8094,39.7276,22.9886,31.8012,-591.976,-566.762,25.2149
8.95726,0.984355,0.285566,3,15,0,-6.68276,-526.777,-490.739,38.0626,45.5793,21.0541,24.8634,-585.893,-561.182,24.7115
9.12758,1,0.285566,4,15,0,-8.0715,-525.53,-493.848,43.9687,25.7792,19.2373,39.2974,-588.735,-558.925,29.8109
6.36029,0.519712,0.285566,4,15,0,-2.11805,-516.95,-493.2,40.3642,20.2312,20.3256,33.9882,-577.639,-547.419,30.2201
8.36967,0.988993,0.285566,4,15,0,-3.43467,-525.855,-488.154,35.7361,42.2918,16.908,29.266,-578.499,-559.712,18.7872
7.98849,0.921937,0.285566,4,15,0,-5.08905,-526.025,-505.224,47.0443,34.288,17.5493,22.7063,-590.618,-562.218,28.4001
8.35076,0.872378,0.285566,4,15,0,-5.47338,-518.866,-487.537,39.2425,31.9642,16.9606,37.2419,-575.069,-556.743,18.3261
5.34205,0.99889,0.285566,3,7,0,-4.66982,-520.281,-481.4,34.2648,25.9584,17.1181,31.8712,-571.664,-539.23,32.434
8.8509,1,0.285566,3,7,0,-5.03542,-523.59,-488.371,36.3008,29.196,17.1169,31.1407,-577.008,-548.708,28.3
4.17823,0.948674,0.285566,3,7,0,-1.16723,-535.327,-503.882,55.2542,44.2492,18.2883,29.3196,-608.87,-577.451,31.4187
9.06858,0.875384,0.285566,3,7,0,-1.77017,-518.252,-497.178,39.165,28.909,19.5759,23.6778,-576.993,-549.765,27.2283
8.49458,0.649982,0.285566,3,15,0,-4.97867,-520.311,-495.915,38.8734,26.2422,18.1216,23.8598,-577.306,-546.017,31.2892
6.6144,0.845688,0.285566,4,15,0,-4.84122,-516.054,-489.958,47.5728,25.6956,19.505,48.02,-583.132,-563.674,19.4583
8.07188,1,0.285566,4,15,0,-2.29526,-533.959,-500.335,38.5052,31.4755,21.757,24.04,-594.222,-555.85,38.3713
9.04854,0.99956,0.285566,4,15,0,-7.12366,-525.186,-485.621,38.7638,36.0445,21.517,27.0145,-585.467,-548.68,36.7872
10.3646,0.906267,0.285566,3,15,0,-8.08291,-523.385,-496.859,42.6526,40.4696,22.0744,28.6189,-588.112,-565.947,22.1649
10.3032,0.985987,0.285566,3,7,0,-9.92401,-524.136,-496.761,42.7319,35.8071,21.478,24.2597,-588.346,-556.828,31.5186
10.2291,0.983567,0.285566,3,15,0,-8.9691,-523.039,-495.746,35.3831,33.6926,21.0427,26.6073,-579.465,-556.046,23.4183
8.79452,0.844962,0.285566,3,7,0,-6.25965,-532.505,-500.852,33.6925,34.7404,22.4088,29.107,-588.606,-564.699,23.9072
10.1585,0.982098,0.285566,3,7,0,-6.96569,-528.779,-495.406,36.8066,34.9309,23.5019,29.5909,-589.087,-559.928,29.1591
8.30818,0.625696,0.285566,3,15,0,-5.77749,-521.167,-488.928,40.7548,30.5074,15.8021,35.9876,-577.724,-555.423,22.3003
8.30818,0,0.285566,0,1,1,-0.943155,-521.167,-488.928,40.7548,30.5074,15.8021,35.9876,-577.724,-555.423,22.3003
7.67315,0.439203,0.285566,1,2,1,-5.31324,-521.899,-486.017,42.8512,29.7226,15.9661,33.5438,-580.716,-549.283,31.4326
8.24407,0.156048,0.285566,3,7,0,-5.5407,-522.771,-487.293,44.3195,30.2091,16.2022,40.9538,-583.292,-558.456,24.8369
9.53843,0.987767,0.285566,3,15,0,-6.77962,-522.645,-491.411,40.2522,30.1216,17.2046,38.2514,-580.102,-559.784,20.3177
8.82824,0.124083,0.285566,3,7,0,-2.92674,-521.852,-490.586,36.4877,28.6354,16.74,30.1039,-575.08,-549.326,25.7542
7.81017,0.98972,0.285566,3,7,0,-5.54423,-526.082,-494.593,33.4843,30.3779,30.8526,37.3403,-590.419,-562.312,28.107
6.77287,0.872388,0.285566,3,9,1,-4.00521,-525.264,-491.715,48.1969,40.9946,15.2464,24.232,-588.708,-556.941,31.7664
7.83521,1,0.285566,4,15,0,-6.4399,-521.978,-493.932,46.1366,40.2715,15.3532,27.3058,-583.468,-561.51,21.9585
7.12185,0.969795,0.285566,4,15,0,-4.5994,-531.011,-489.141,34.7592,38.2587,15.3708,27.1016,-581.141,-554.501,26.6397
9.00994,0.99573,0.285566,4,15,0,-5.21856,-519.229,-498.589,47.9904,29.6098,21.2982,32.8625,-588.517,-561.061,27.4565
9.50426,0.997482,0.285566,3,7,0,-8.33495,-520.525,-499.088,47.309,30.9848,21.2696,35.2768,-589.104,-565.35,23.7541
9.34262,0.973249,0.285566,4,15,0,-6.33159,-532.655,-494.209,37.6432,39.6556,17.2153,29.5708,-587.513,-563.435,24.0784
5.2146,0.798742,0.285566,4,15,0,-0.538938,-517.768,-496.055,43.7,24.2874,15.3542,23.1223,-576.822,-543.464,33.358
4.74728,0.680713,0.285566,3,15,0,-0.743348,-537.742,-496.846,38.5001,51.0705,19.0725,22.5078,-595.315,-570.424,24.8904
3.20851,0.617462,0.285566,3,7,0,0.738219,-544.05,-495.729,39.4377,41.33,23.1337,21.6178,-606.622,-558.677,47.945
4.9071,0.857143,0.285566,2,7,1,-1.36466,-539.667,-496.741,39.8621,36.5686,22.3067,19.0289,-601.836,-552.338,49.498
8.50352,0.904644,0.285566,3,11,0,-2.31187,-522.42,-495.75,41.1676,34.5944,16.3068,19.597,-579.895,-549.941,29.9537
7.536,0.981428,0.285566,4,15,0,-2.97524,-531.288,-490.863,37.0439,25.5716,22.7914,34.0731,-591.124,-550.508,40.6156
6.96973,0.99755,0.285566,3,7,0,-2.30637,-523.41,-503.095,35.3967,27.8575,20.898,18.7355,-579.705,-549.688,30.0167
6.89997,0.833446,0.285566,4,15,0,-6.14154,-524.216,-503.743,35.2474,27.001,20.7601,19.509,-580.224,-550.253,29.9712
9.77344,0.980532,0.285566,4,15,0,-5.27523,-533.4,-493.333,39.5506,36.2258,21.1049,32.9605,-594.055,-562.519,31.5367
9.85627,0.989799,0.285566,4,15,0,-8.68525,-520.676,-492.383,39.7306,41.1553,19.8877,27.0799,-580.294,-560.618,19.6768
7.58676,0.727451,0.285566,4,15,0,-6.65642,-526.611,-492.495,45.4981,35.9149,16.2934,19.605,-588.403,-548.015,40.388
8.15258,0.848801,0.285566,2,7,1,-4.63596,-522.616,-494.657,39.3282,33.2044,16.8965,18.2828,-578.84,-546.144,32.6961
9.41653,0.993025,0.285566,4,15,0,-5.12887,-528.446,-490.652,45.9965,30.8861,18.2797,42.2209,-592.722,-563.759,28.9632
9.72204,0.977673,0.285566,4,15,0,-6.58947,-518.734,-492.582,37.8831,36.8646,24.369,28.3873,-580.987,-557.834,23.1523
8.78093,0.95482,0.285566,4,15,0,-7.12316,-528.207,-500.928,42.6936,32.973,19.1238,20.6244,-590.024,-554.525,35.4991
9.48679,0.999304,0.285566,3,7,0,-7.84968,-522.128,-495.632,40.5196,42.9234,20.4243,22.1788,-583.072,-560.734,22.3378
6.49042,0.956071,0.285566,3,15,0,1.34231,-539.484,-490.37,40.9826,42.2497,18.3068,46.2163,-598.773,-578.836,19.9373
6.85124,0.959604,0.285566,4,15,0,-3.484,-512.35,-495.129,41.241,30.1444,24.0012,20.9433,-577.592,-546.217,31.3753
8.13612,0.999811,0.285566,3,15,0,-5.52595,-532.95,-497.698,39.2949,40.4226,15.8611,27.9471,-588.106,-566.067,22.0391
7.99633,0.989603,0.285566,4,15,0,-6.11341,-524.725,-498.024,39.0475,29.7845,15.7981,22.0386,-579.571,-549.847,29.7237
4.60893,0.858001,0.285566,4,15,0,-2.83637,-527.009,-510.119,47.8713,36.6437,16.1564,19.3657,-591.037,-566.128,24.9085
2.7065,0.913018,0.285566,3,13,1,-0.441186,-521.226,-510.698,45.6899,30.3678,15.1448,20.1712,-582.061,-561.237,20.8239
5.77601,0.880312,0.285566,3,10,1,1.49004,-525.466,-502.748,41.4167,28.5754,31.0131,22.1711,-597.896,-553.495,44.4016
10.1591,0.963287,0.285566,3,7,0,-5.21607,-524.29,-498.286,38.9787,36.2087,20.9125,22.5703,-584.181,-557.065,27.1155
10.8098,0.999362,0.285566,4,15,0,-9.88854,-526.058,-493.875,43.3249,34.3832,20.0686,37.3023,-589.451,-565.56,23.8909
9.20876,0.970039,0.285566,3,15,0,-7.84458,-535.562,-494.774,40.183,37.5453,18.1206,33.9201,-593.865,-566.24,27.6255
8.7797,0.984909,0.285566,4,15,0,-6.62932,-524.382,-500.758,38.3526,25.675,18.4841,30.0642,-581.219,-556.497,24.7214
8.65374,0.980578,0.285566,4,15,0,-6.81744,-525.985,-488.405,36.1376,27.6288,22.9309,42.1297,-585.054,-558.164,26.8902
7.53621,0.960788,0.285566,3,7,0,-6.41002,-527.864,-484.208,35.4357,29.6179,24.1008,42.9406,-587.401,-556.767,30.6338
7.43879,0.288051,0.285566,3,7,0,-5.35833,-528.52,-482.839,36.8128,30.002,21.9253,37.9861,-587.258,-550.827,36.431
6.55103,0.923287,0.285566,4,15,0,-4.3416,-516.006,-500.697,51.8136,36.3027,19.5634,20.3134,-587.383,-557.313,30.07
6.93311,0.908322,0.285566,3,11,1,-3.6614,-516.492,-496.071,38.192,38.6279,23.7304,17.0364,-578.415,-551.735,26.68
6.71336,0.965738,0.285566,4,15,0,-2.8069,-520.651,-498.587,33.0225,23.979,18.453,21.7929,-572.126,-544.359,27.7679
3.31879,0.874149,0.285566,4,15,0,1.14837,-529.818,-508.947,53.0441,47.9198,20.2271,23.0029,-603.089,-579.87,23.2197
6.8763,0.998774,0.285566,3,7,0,0.367107,-535.923,-503.613,34.0652,30.6293,21.4104,26.4264,-591.399,-560.669,30.7298
8.9338,0.986207,0.285566,4,15,0,-3.72321,-526.184,-490.686,46.0324,29.5609,17.4366,32.7998,-589.653,-553.047,36.6058
5.81823,0.994083,0.285566,3,15,0,-4.54982,-527.94,-496.305,31.8084,22.3254,16.5377,38.2808,-576.286,-556.911,19.3746
3.64716,0.981052,0.285566,4,15,0,-1.59956,-520.873,-494.49,34.9622,21.6024,14.9895,24.1417,-570.825,-540.234,30.5903
4.23265,0.987084,0.285566,4,15,0,0.0756638,-529.855,-492.986,46.6051,52.5616,30.9283,30.9327,-607.389,-576.481,30.9082
9.54546,1,0.285566,3,7,0,-3.10214,-527.32,-500.699,47.8808,35.5269,20.213,38.696,-595.414,-574.922,20.4925
7.42447,0.970213,0.285566,3,7,0,-5.39304,-535.353,-503.108,49.434,35.1922,20.5323,40.116,-605.32,-578.416,26.9033
8.37026,0.998542,0.285566,3,15,0,-6.09283,-535.845,-499.43,44.8219,32.8464,21.1304,45.4092,-601.797,-577.686,24.1118
8.79246,0.998341,0.285566,4,15,0,-6.19471,-518.769,-487.241,36.9617,36.9935,18.0428,24.0123,-573.774,-548.247,25.5268
6.95899,0.961768,0.285566,4,15,0,-6.01814,-529.547,-507.123,45.019,37.6904,19.5748,19.4575,-594.141,-564.271,29.8699
9.49368,0.988895,0.285566,3,15,0,-3.96283,-521.764,-499.023,40.6189,34.2381,16.794,24.9938,-579.177,-558.255,20.9215
9.60053,0.971496,0.285566,4,15,0,-7.82453,-526.323,-494.222,44.0618,39.6954,21.9647,41.2566,-592.35,-575.174,17.1755
9.41222,0.928508,0.285566,4,15,0,-6.93706,-527.793,-494.17,38.5736,37.7643,19.446,20.3308,-585.813,-552.265,33.5479
10.6869,0.999029,0.285566,4,15,0,-8.60414,-527.865,-496.717,38.785,33.9018,19.5932,33.1339,-586.243,-563.752,22.4905
9.75653,0.981349,0.285566,4,15,0,-8.94794,-521.556,-488.179,42.9319,40.5618,18.915,29.9667,-583.403,-558.708,24.6948
10.2769,0.989596,0.285566,3,15,0,-8.68217,-526.445,-494.311,41.7229,34.8604,24.5811,31.3251,-592.749,-560.496,32.253
7.72462,0.264362,0.285566,4,18,1,-6.77567,-524.305,-490.658,43.0794,31.1886,30.0706,32.0528,-597.455,-553.9,43.5557
8.71809,0.833333,0.285566,2,6,1,-4.80697,-520.101,-498.234,43.0502,25.5141,21.0683,30.1985,-584.22,-553.947,30.2731
7.67714,0.835323,0.285566,3,15,0,-5.72719,-524.086,-492.706,46.9057,27.1286,16.4017,28.6161,-587.394,-548.45,38.9435
6.63639,0.850682,0.285566,2,7,1,-5.91662,-523.9,-492.118,48.0538,28.3861,15.9182,24.127,-587.872,-544.631,43.241
8.78182,0.872917,0.285566,3,8,1,-3.05672,-521.566,-496.637,51.3617,40.6743,18.6196,32.404,-591.547,-569.716,21.8316
9.94342,0.994053,0.285566,4,15,0,-6.68693,-528.429,-498.259,42.9472,40.2124,23.6091,28.1432,-594.986,-566.614,28.3712
7.97873,0.284941,0.285566,3,15,0,-6.20548,-528.111,-495.82,52.3952,33.8113,24.0197,36.9414,-604.526,-566.573,37.9534
8.88214,0.211306,0.285566,3,15,0,-6.70065,-531.742,-497.712,49.4075,35.4163,21.296,45.0125,-602.446,-578.141,24.305
7.54049,0.971551,0.285566,4,15,0,-6.73168,-521.4,-489.517,29.639,33.869,20.4385,20.6825,-571.477,-544.068,27.4094
5.39493,0.980882,0.285566,3,7,0,-3.92163,-521.45,-493.486,24.6649,36.8943,24.428,21.7635,-570.543,-552.144,18.3985
6.10857,0.966457,0.285566,4,15,0,-2.75067,-520.851,-497.431,56.361,38.1524,16.1338,32.5154,-593.346,-568.099,25.247
9.25353,0.927359,0.285566,3,15,1,-3.77184,-525.526,-495.804,41.4722,43.4877,18.4312,21.4026,-585.429,-560.695,24.7344
9.64477,0.932003,0.285566,4,15,0,-7.85344,-523.325,-496.174,41.2872,26.6272,19.3763,33.5743,-583.989,-556.376,27.613
9.9662,0.997067,0.285566,3,15,0,-8.0687,-519.188,-489.722,39.0048,37.3747,20.4629,29.8079,-578.656,-556.905,21.751
6.17894,0.67717,0.285566,3,9,1,-3.88241,-529.663,-498.122,55.0811,30.5915,18.7667,30.3516,-603.511,-559.065,44.446
7.29975,0.825422,0.285566,2,6,1,-2.39442,-527.882,-488.978,52.3422,39.6592,18.6341,28.041,-598.858,-556.678,42.1795
7.41286,0.806958,0.285566,2,6,1,-0.0505761,-522.085,-488.668,49.2797,27.7531,18.3234,31.7126,-589.689,-548.134,41.5548
7.72174,0.86043,0.285566,3,9,1,-2.24009,-521.781,-483.344,40.337,39.2258,23.0113,24.6051,-585.13,-547.175,37.955
8.90246,0.996177,0.285566,3,15,0,-6.64622,-526.276,-497.667,47.5939,29.6391,17.5734,28.8782,-591.443,-556.185,35.2584
8.99126,0.854332,0.285566,3,15,0,-7.478,-522.397,-496.254,36.2798,34.4655,16.3853,25.534,-575.062,-556.254,18.808
8.40988,0.998416,0.285566,3,7,0,-7.4474,-519.3,-496.574,37.852,31.7408,16.1113,23.4883,-573.263,-551.803,21.4602
8.85682,0.996755,0.285566,4,15,0,-7.32245,-525.365,-493.291,40.4347,41.3872,25.7093,22.0996,-591.509,-556.778,34.7316
9.78556,0.986095,0.285566,3,7,0,-7.52104,-520.551,-495.316,42.9639,40.9373,18.5904,25.1891,-582.105,-561.443,20.6622
8.23721,0.938019,0.285566,4,15,0,-7.57193,-533.235,-500.137,39.4696,30.7458,18.7003,43.1481,-591.405,-574.031,17.3737
9.04042,0.88741,0.285566,4,15,0,-6.88535,-528.423,-486.191,40.5412,40.0814,17.6003,29.7042,-586.565,-555.977,30.5879
9.48868,0.991816,0.285566,3,15,0,-7.28354,-520.62,-498.253,38.2011,29.6063,24.2745,32.0221,-583.096,-559.882,23.214
7.87435,0.971339,0.285566,3,15,0,-6.67037,-520.937,-500.928,44.0285,23.9437,21.1467,30.4675,-586.112,-555.339,30.7724
9.16491,0.994191,0.285566,3,15,0,-6.22452,-520.845,-494.175,38.0487,29.5828,16.608,30.3154,-575.501,-554.073,21.4282
8.79798,0.967694,0.285566,3,15,0,-5.20047,-524.221,-493.53,37.3095,29.6712,15.9311,28.4617,-577.462,-551.663,25.7984
7.80937,0.987357,0.285566,4,15,0,-5.39926,-518.414,-484.081,40.6837,43.4226,19.3199,27.6398,-578.418,-555.143,23.2745
6.55389,0.976639,0.285566,4,15,0,-5.20549,-530.92,-508.544,44.2361,28.9518,20.4571,25.0539,-595.613,-562.55,33.0635
8.48732,0.20074,0.285566,4,15,0,-3.92164,-522.539,-501.511,46.0128,28.466,23.0261,41.9588,-591.578,-571.936,19.6418
4.92535,0.80555,0.285566,4,15,0,2.20665,-526.4,-492.508,49.5616,37.2238,14.6446,34.091,-590.606,-563.823,26.7831
5.26803,0.886901,0.285566,3,14,1,-0.368573,-524.501,-484.987,30.2226,37.0384,15.3246,23.4776,-570.049,-545.503,24.5456
3.39601,0.494783,0.285566,3,15,0,-0.591745,-538.453,-488.768,32.9422,37.1956,15.652,19.9172,-587.047,-545.881,41.1662
6.57761,0.905476,0.285566,3,11,1,-0.126504,-536.242,-500.189,35.259,35.7836,22.1487,19.8516,-593.649,-555.824,37.8256
8.35896,0.4286,0.285566,3,7,0,-4.66513,-528.004,-502.26,34.1024,33.6199,17.4067,24.0882,-579.513,-559.968,19.5451
10.6244,0.872044,0.285566,3,15,0,-7.18995,-527.853,-498.192,40.9862,34.445,20.7756,29.2098,-589.615,-561.846,27.7687
10.3687,0.5,0.285566,1,2,1,-8.17357,-527.223,-498.248,41.7165,35.0906,19.3858,36.0879,-588.325,-569.427,18.8985
9.21509,0.577034,0.285566,3,7,0,-6.62604,-524.627,-494.078,45.6701,41.9071,20.4722,21.9106,-590.769,-557.896,32.8734
7.20415,0.858468,0.285566,3,8,1,-5.16587,-523.582,-496.936,49.5255,41.0064,18.5941,18.2205,-591.702,-556.163,35.5383
7.23828,0.997316,0.285566,4,15,0,-3.86672,-518.375,-494.576,32.2625,35.2701,20.2968,17.72,-570.935,-547.567,23.3682
9.39755,0.996854,0.285566,4,15,0,-6.16857,-527.438,-495.011,50.5231,35.6818,18.4815,38.7303,-596.443,-569.423,27.0196
8.0709,0.986419,0.285566,4,15,0,-6.69912,-517.443,-491.694,38.0748,27.6751,16.762,26.3333,-572.28,-545.703,26.5777
8.17282,0.994828,0.285566,4,15,0,-4.61999,-536.211,-497.461,39.4145,40.7584,16.916,29.0428,-592.541,-567.262,25.2786
6.93954,0.984447,0.285566,4,15,0,-3.89824,-525.761,-507.478,49.8553,32.2065,24.9931,36.4382,-600.609,-576.123,24.4859
6.53805,0.971452,0.285566,3,15,0,-3.36257,-521.53,-480.45,37.7742,32.6471,16.7972,28.5344,-576.102,-541.631,34.4701
6.98904,0.995202,0.285566,4,15,0,-4.08818,-530.599,-507.062,45.8091,31.1717,24.3093,27.5484,-600.718,-565.782,34.9352
7.43548,1,0.285566,4,15,0,-5.76035,-526.839,-480.85,40.0558,38.8755,17.5958,31.0176,-584.49,-550.743,33.7478
6.17299,0.935428,0.285566,3,7,0,-4.62875,-524.385,-477.981,39.0837,42.6379,19.298,39.0719,-582.766,-559.69,23.0759
7.05786,0.962718,0.285566,3,7,0,-5.35601,-524.952,-479.429,40.3278,39.7315,21.6245,33.2884,-586.904,-552.449,34.4553
7.48273,0.423467,0.285566,3,7,0,-3.77861,-529.719,-482.819,40.4738,34.5789,18.7954,28.0488,-588.988,-545.447,43.5411
7.6674,0.799502,0.285566,2,5,1,-4.91619,-533.157,-485.126,43.617,37.4207,21.4896,33.1009,-598.264,-555.647,42.6168
8.72862,0.45813,0.285566,4,15,0,-5.56526,-523.511,-492.651,48.0359,37.6609,21.5485,46.1013,-593.096,-576.413,16.6823
7.40744,0.942431,0.285566,4,15,0,-6.46326,-529.28,-502.376,33.1858,35.3794,17.4655,19.4046,-579.931,-557.16,22.7707
7.73613,0.485409,0.285566,4,15,0,-4.14292,-536.11,-504.29,43.5726,37.9941,19.3277,27.7838,-599.01,-570.068,28.9424
5.56854,0.870085,0.285566,4,15,0,-2.63167,-523.672,-478.503,34.6657,29.478,22.0715,38.2974,-580.41,-546.278,34.1316
7.98806,0.987136,0.285566,3,7,0,-3.87461,-525.145,-484.334,34.6186,36.7412,16.6045,34.0028,-576.368,-555.078,21.29
9.29347,0.999997,0.285566,4,15,0,-6.44593,-519.519,-490.876,48.4571,37.3263,18.3685,29.7111,-586.345,-557.914,28.4311
10.3018,0.996919,0.285566,3,7,0,-8.26086,-523.535,-490.5,43.8984,39.2549,18.5465,30.7984,-585.98,-560.553,25.4271
8.31846,0.891135,0.285566,3,7,0,-7.03248,-530.388,-496.843,40.3355,29.9392,22.3048,49.6455,-593.028,-576.428,16.5998
9.4595,0.209535,0.285566,3,11,0,-6.31094,-524.037,-497.884,36.9918,36.1488,18.6582,20.1485,-579.687,-554.181,25.5059
8.89129,0.972192,0.285566,2,3,0,-8.41001,-522.414,-498.42,37.2945,39.4037,18.0743,20.396,-577.783,-558.22,19.5623
7.1823,0.989714,0.285566,4,15,0,-5.72463,-533.412,-485.258,43.7011,36.1271,19.5517,56.5599,-596.665,-577.945,18.7203
6.79636,0.869234,0.285566,4,15,0,-5.1824,-533.547,-483.335,43.3522,33.3751,20.0153,57.7063,-596.914,-574.417,22.4972
9.61503,0.980521,0.285566,3,7,0,-5.63414,-526.884,-493.769,38.2798,40.4685,16.8163,26.389,-581.98,-560.626,21.3537
7.39619,0.86395,0.285566,4,15,0,-4.89999,-523.905,-494.077,41.8661,28.4625,15.1025,33.7472,-580.874,-556.287,24.5866
9.99911,0.99234,0.285566,3,7,0,-6.96237,-525.978,-492.233,40.5077,33.0418,16.6098,33.105,-583.095,-558.38,24.7154
9.86696,0.9858,0.285566,4,15,0,-8.4854,-524.688,-495.237,36.0089,38.7024,25.4281,28.4629,-586.125,-562.403,23.7222
7.7622,0.987885,0.285566,4,15,0,-6.30457,-529.672,-502.982,51.249,32.0487,17.8558,38.4075,-598.777,-573.438,25.3385
7.7622,0,0.285566,0,1,1,-2.40006,-529.672,-502.982,51.249,32.0487,17.8558,38.4075,-598.777,-573.438,25.3385
8.87245,0.998459,0.285566,4,15,0,-6.3528,-527.298,-490.519,30.8264,33.4783,23.2989,33.6647,-581.423,-557.662,23.7613
8.72517,0.830492,0.285566,4,15,0,-6.52219,-516.89,-493.671,42.3264,39.8755,18.4248,20.7581,-577.641,-554.304,23.3374
9.79474,0.998318,0.285566,4,15,0,-7.27482,-518.982,-489.166,40.1353,37.2111,22.9428,32.0365,-582.06,-558.414,23.6465
9.57307,0.963766,0.285566,4,15,0,-7.62348,-530.65,-501.791,40.6782,34.7961,17.7949,29.3318,-589.123,-565.919,23.2039
8.6518,0.991343,0.285566,4,15,0,-7.22519,-517.611,-488.971,46.1528,37.0654,16.8103,31.7119,-580.574,-557.748,22.8253
7.1189,0.980345,0.285566,4,15,0,-4.97606,-533.032,-487.391,30.8281,36.4226,16.6533,31.3339,-580.513,-555.147,25.3661
9.34582,0.788268,0.285566,4,15,0,-4.76618,-526.788,-494.478,39.0583,33.4689,16.9214,37.7665,-582.768,-565.713,17.0543
