# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_avuncular_model
# start_datetime = 2023-05-12 13:15:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = model_avuncular_input.json
# random
#   seed = 390320259 (Default)
# output
#   file = model_avuncular_output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0-98-ga490a092
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,burial_h,burial_a,age_h,age_a,age_m_h,age_m_a,birth_date_grandmother,birth_date_sister,age_m_s
# Adaptation terminated
# Step size = 0.285566
# Diagonal elements of inverse mass matrix:
# 35.1691, 33.9261, 0.0197128, 0.0360047, 0.523319, 0.427349
6.45554,0.932248,0.285566,3,7,0,-3.81783,-524.858,-490.724,37.2208,40.7494,33.4408,23.3906,-595.52,-554.864,40.656
9.13684,0.998236,0.285566,3,15,0,-4.1668,-525.956,-498.01,44.4076,31.6676,17.1896,40.3957,-587.553,-570.073,17.4797
9.92569,0.846066,0.285566,4,15,0,-7.961,-524.097,-493.385,40.9617,42.0341,18.6688,23.8329,-583.728,-559.252,24.4751
9.89235,0.997299,0.285566,4,15,0,-8.44414,-527.762,-494.63,37.7745,28.7948,21.2796,33.6201,-586.817,-557.045,29.772
10.1135,0.960086,0.285566,3,15,0,-7.8046,-526.264,-491.203,39.1318,37.9663,22.2289,25.8616,-587.625,-555.031,32.5934
4.00404,0.819868,0.285566,3,7,0,-0.770105,-515.398,-501.686,37.859,42.2389,30.6756,16.9656,-583.933,-560.89,23.0427
7.71283,0.991142,0.285566,3,7,0,-2.13959,-528.756,-495.604,32.9251,28.9799,16.5121,23.1182,-578.193,-547.702,30.4916
8.48676,0.807653,0.285566,4,15,0,-6.57333,-531.47,-496.054,35.6054,29.944,16.2789,32.1168,-583.355,-558.115,25.2398
9.46918,0.988956,0.285566,3,15,0,-5.8057,-517.159,-496.788,43.4615,32.4712,18.1363,27.3935,-578.757,-556.653,22.1038
6.74886,0.969421,0.285566,4,15,0,-4.67156,-518.853,-494.725,37.7708,36.6647,23.8786,16.4563,-580.503,-547.846,32.657
2.04025,0.967045,0.285566,3,7,0,-0.912379,-519.276,-494.296,41.9605,50.6599,22.107,15.0928,-583.344,-560.048,23.2955
3.28019,0.760701,0.285566,4,15,0,3.39682,-508.575,-495.02,43.0958,23.8249,18.3496,19.1275,-570.02,-537.972,32.048
4.69398,0.998358,0.285566,4,15,0,-2.02017,-510.911,-495.849,39.9916,22.0323,18.1171,23.2721,-569.02,-541.154,27.8663
6.17742,0.855836,0.285566,2,7,1,0.209934,-516.444,-493.747,32.8096,28.9658,28.8456,22.7863,-578.099,-545.499,32.5998
9.30589,0.663954,0.285566,3,15,0,-5.09158,-524.259,-493.848,39.1059,36.8832,16.3066,22.4576,-579.671,-553.189,26.4825
9.98095,0.997832,0.285566,3,15,0,-8.91359,-527.839,-494.788,42.0349,37.7942,16.819,26.6548,-586.693,-559.237,27.456
9.61643,0.9893,0.285566,4,15,0,-8.3162,-523.766,-496.701,33.7714,30.1534,20.554,29.5397,-578.091,-556.394,21.6977
9.61643,0,0.285566,0,1,1,-6.77492,-523.766,-496.701,33.7714,30.1534,20.554,29.5397,-578.091,-556.394,21.6977
7.44672,0.953028,0.285566,4,15,0,-5.46,-518.492,-493.547,36.306,23.8675,17.108,31.0966,-571.906,-548.511,23.3949
7.4181,0.760057,0.285566,2,3,0,-5.4892,-519.164,-492.571,37.6597,24.139,16.9598,26.7517,-573.784,-543.461,30.3222
7.31129,0.5,0.285566,1,2,1,-3.91875,-516.904,-495.604,35.7978,25.3525,17.0097,27.6366,-569.711,-548.593,21.1181
6.16518,0.981987,0.285566,3,15,0,-4.62878,-533.813,-501.19,50.5693,44.8242,25.448,32.0171,-609.83,-578.031,31.7997
8.86749,0.927871,0.285566,3,7,0,-4.26156,-527.363,-500.794,46.2827,33.2003,19.6633,42.3561,-593.309,-576.35,16.9591
7.79716,0.0871703,0.285566,4,15,0,-3.95922,-526.746,-502.59,49.6355,35.6808,19.698,41.4043,-596.079,-579.675,16.4037
8.45698,0.887049,0.285566,4,15,0,-7.34124,-523.251,-487.464,31.5042,36.2144,18.0524,25.5207,-572.808,-549.199,23.6091
7.97178,0.993265,0.285566,3,7,0,-7.13371,-524.021,-486.072,31.5589,37.0637,17.3499,25.5767,-572.93,-548.712,24.2182
6.73005,0.99214,0.285566,4,15,0,-5.5658,-525.903,-484.489,28.3932,33.7086,18.0169,26.3837,-572.313,-544.581,27.7323
9.96815,0.998409,0.285566,3,15,0,-4.9686,-520.649,-490.791,38.4319,33.736,23.9533,35.2086,-583.034,-559.735,23.2984
9.40865,0.986281,0.285566,4,15,0,-8.1463,-515.866,-495.72,42.3555,36.0626,21.2458,24.5601,-579.468,-556.343,23.1248
9.28754,0.997435,0.285566,4,15,0,-8.356,-535.353,-493.53,41.1094,34.6441,19.5039,37.567,-595.966,-565.741,30.2248
7.99983,0.435293,0.285566,1,2,1,-4.16554,-535.659,-492.571,41.4999,30.7672,19.7933,30.397,-596.952,-553.736,43.2163
10.0002,0.888889,0.285566,3,9,1,-6.55594,-525.668,-493.983,41.089,30.8545,17.9168,27.1187,-584.674,-551.957,32.7177
9.68328,0.951976,0.285566,4,15,0,-8.75676,-527.954,-500.364,36.2639,34.935,18.4978,24.6328,-582.715,-559.932,22.7835
8.77212,0.988111,0.285566,4,15,0,-7.67321,-524.56,-490.294,39.8468,25.5088,21.8714,39.7059,-586.278,-555.508,30.7694
10.1251,0.654186,0.285566,3,11,0,-7.36968,-522.822,-493.731,41.8778,31.8644,23.112,29.0673,-587.812,-554.663,33.1493
9.73961,0.997409,0.285566,3,15,0,-8.04607,-531.718,-490.302,36.7092,35.6421,21.2088,37.8233,-589.636,-563.767,25.8683
10.0458,1,0.285566,3,7,0,-8.75987,-528.042,-489.564,36.5797,35.6497,19.0078,29.4857,-583.63,-554.699,28.9308
9.37159,0.792726,0.285566,4,15,0,-7.29516,-528.349,-486.88,42.2787,38.2781,20.7652,30.0952,-591.393,-555.253,36.1397
9.65409,0.99938,0.285566,4,15,0,-8.36621,-518.486,-497.774,43.5787,37.495,21.4341,23.4463,-583.499,-558.716,24.7831
8.00827,0.805594,0.285566,4,15,0,-5.53955,-528.636,-493.286,31.5752,38.2848,16.5256,22.5984,-576.737,-554.17,22.5675
8.22942,0.964847,0.285566,3,7,0,-3.95338,-516.889,-492.105,36.6381,35.1587,28.6247,27.1412,-582.152,-554.404,27.7472
8.10562,0.960658,0.285566,4,15,0,-5.01739,-533.124,-497.956,44.2376,35.8645,15.6319,33.3197,-592.994,-567.14,25.8534
4.51591,0.61846,0.285566,3,7,0,2.94141,-533.804,-489.627,53.9865,33.5423,15.5651,45.1038,-603.356,-568.274,35.082
5.65545,0.666667,0.285566,1,3,1,0.487999,-533.929,-487.202,49.9454,31.6898,16.1513,40.9582,-600.026,-559.85,40.1752
4.57233,0.673051,0.285566,3,11,1,-3.26006,-532.452,-485.337,51.6092,30.2834,16.1913,39.4228,-600.252,-555.043,45.2091
5.63805,0.714286,0.285566,2,7,0,-3.55425,-530.947,-485.316,49.4152,29.3382,16.4915,38.1425,-596.853,-552.797,44.0565
10.3689,0.642738,0.285566,3,10,1,-0.767729,-525.117,-491.652,44.9317,32.99,20.4063,40.2128,-590.455,-564.855,25.6001
8.78125,0.97939,0.285566,3,15,0,-8.05012,-522.87,-500.555,45.4063,43.7235,23.5217,25.8467,-591.798,-570.126,21.672
9.68371,0.999656,0.285566,4,15,0,-8.04141,-530.07,-491.042,36.5606,31.4777,18.852,32.3211,-585.483,-554.841,30.642
9.40435,0.995698,0.285566,3,15,0,-8.8736,-529.888,-488.182,36.5258,33.3617,19.1626,31.4964,-585.577,-553.04,32.5364
7.55378,0.987021,0.285566,3,7,0,-5.24042,-532.809,-486.395,44.422,44.7076,22.4301,41.1282,-599.661,-572.231,27.43
7.55378,0,0.285566,0,1,1,-4.6009,-532.809,-486.395,44.422,44.7076,22.4301,41.1282,-599.661,-572.231,27.43
10.0729,0.990343,0.285566,3,7,0,-6.45542,-524.809,-487.948,39.9254,32.8519,18.9031,35.9801,-583.638,-556.78,26.8579
9.24481,0.76732,0.285566,4,15,0,-7.98101,-530.909,-494.986,40.9182,40.0942,21.6139,41.2783,-593.441,-576.359,17.0817
8.64353,0.867193,0.285566,4,15,0,-7.33013,-528.965,-503.482,44.4678,35.1437,21.2991,22.401,-594.732,-561.027,33.7049
7.11623,0.653321,0.285566,1,3,1,-3.52664,-530.913,-502.958,45.2341,35.8777,22.7781,19.4267,-598.926,-558.262,40.6633
7.84309,0.999282,0.285566,4,15,0,-4.48639,-514.284,-487.612,45.408,31.3644,20.4744,29.605,-580.167,-548.581,31.5853
8.46865,0.997698,0.285566,4,15,0,-5.78934,-526.258,-496.061,32.0464,41.3148,20.4479,22.2288,-578.752,-559.605,19.1472
9.36916,0.313561,0.285566,2,3,0,-7.04513,-526.956,-495.318,33.9356,38.6039,20.7966,21.5522,-581.688,-555.474,26.214
8.57175,0.904291,0.285566,3,15,1,-5.72103,-528.716,-497.761,34.5683,42.0786,20.5294,20.4649,-583.813,-560.304,23.5093
8.51433,0.977556,0.285566,4,15,0,-7.20742,-533.083,-500.56,34.9909,37.2384,23.0626,24.4783,-591.136,-562.277,28.8594
9.34295,0.978444,0.285566,4,15,0,-6.62301,-529.025,-501.911,44.2669,34.7008,17.2701,27.2158,-590.562,-563.827,26.7344
8.84709,0.987811,0.285566,4,15,0,-7.74444,-522.155,-487.189,37.9047,36.1779,26.0483,29.0301,-586.108,-552.397,33.7106
8.44852,0.9,0.285566,3,10,1,-6.46798,-524.644,-499.59,47.1305,41.1221,16.4134,23.904,-588.188,-564.616,23.572
6.39129,0.84201,0.285566,4,15,0,-2.72497,-534.092,-495.099,43.0399,28.5171,15.2565,42.604,-592.389,-566.22,26.1687
2.57627,0.901502,0.285566,3,13,1,-0.936759,-533.268,-491.529,35.4124,26.5523,14.5807,40.6024,-583.261,-558.684,24.5778
1.96811,0.982933,0.285566,4,15,0,0.662127,-522.882,-496.058,47.9878,37.2901,38.2968,17.8158,-609.167,-551.164,58.003
4.24787,0.833333,0.285566,2,6,1,1.9053,-529.154,-499.163,51.2269,36.1558,21.4153,16.2736,-601.796,-551.592,50.204
3.0232,0.672922,0.285566,2,7,0,1.12529,-528.599,-496.896,53.6382,38.5653,25.1314,16.6423,-607.368,-552.104,55.2646
3.90546,0.480773,0.285566,4,15,0,0.102586,-528.493,-502.139,48.6108,45.3008,27.0263,17.0127,-604.13,-564.453,39.6778
2.2916,0.930612,0.285566,3,7,0,2.23445,-530.841,-509.938,45.712,30.5385,22.9814,16.2174,-599.534,-556.694,42.8399
7.88425,1,0.285566,3,7,0,-1.63668,-520.28,-497.793,40.5244,37.9374,16.9757,17.7177,-577.78,-553.448,24.3326
7.06988,0.92347,0.285566,3,14,1,-6.22914,-526.072,-493.048,35.7339,33.6429,18.7507,16.6518,-580.556,-543.343,37.2133
6.15154,0.981197,0.285566,3,15,0,-4.61854,-516.025,-497.676,35.3847,29.8465,17.0361,17.6709,-568.446,-545.193,23.2522
9.61449,0.99631,0.285566,4,15,0,-4.45151,-526.136,-499.456,35.2715,31.117,22.6313,27.1783,-584.039,-557.751,26.2876
9.82901,0.978429,0.285566,3,7,0,-7.71271,-523.336,-499.032,39.0336,33.0532,25.5927,28.5424,-587.962,-560.628,27.3342
7.70214,0.975795,0.285566,3,7,0,-6.62285,-521.082,-502.173,47.9474,25.6567,18.7085,31.5408,-587.738,-559.371,28.3675
7.81644,0.345215,0.285566,4,15,0,-4.296,-523.759,-501.27,50.0583,27.8653,18.4291,29.0703,-592.247,-558.206,34.0409
7.57641,0.597731,0.285566,3,13,1,-3.19469,-531.09,-487.187,33.104,27.6015,19.5074,40.28,-583.702,-555.069,28.6327
9.42227,0.990416,0.285566,4,15,0,-4.3151,-521.249,-502.175,46.6246,35.3012,19.3985,28.6098,-587.272,-566.086,21.1857
9.9527,0.916243,0.285566,3,15,0,-8.49752,-522.431,-494.101,41.1712,37.0588,19.8514,21.504,-583.454,-552.663,30.7906
10.5815,0.996568,0.285566,4,15,0,-9.35131,-527.682,-497.669,41.1695,35.965,23.115,34.3268,-591.966,-567.961,24.0056
8.12101,0.99036,0.285566,3,7,0,-7.72523,-536.396,-496.964,43.0728,33.9382,16.9855,31.0433,-596.454,-561.946,34.5083
8.07935,0.996847,0.285566,4,15,0,-6.28394,-516.432,-490.802,39.2398,30.5911,25.3726,25.2369,-581.044,-546.63,34.4145
10.532,0.962055,0.285566,3,7,0,-6.62169,-522.925,-495.473,42.572,31.6997,19.2267,35.6514,-584.723,-562.824,21.8993
10.1955,0.997978,0.285566,4,15,0,-9.71441,-525.219,-492.179,36.3694,39.5468,21.946,30.9255,-583.535,-562.652,20.8833
10.655,0.985884,0.285566,4,15,0,-8.4399,-524.532,-496.672,44.9463,35.1202,19.2406,34.421,-588.719,-566.213,22.5059
8.30637,0.943594,0.285566,2,7,0,-5.02941,-528.222,-491.353,41.6097,35.4529,15.2922,30.4054,-585.123,-557.212,27.9117
9.55889,0.982964,0.285566,4,15,0,-6.271,-528.667,-491.381,36.784,34.566,21.3853,24.6734,-586.837,-550.621,36.2162
4.33329,0.732109,0.285566,2,5,1,-1.97272,-531.052,-494.979,48.0608,28.2858,30.7054,25.494,-609.819,-548.759,61.0602
8.5169,0.884702,0.285566,3,9,1,-5.31342,-520.809,-492.568,42.9476,30.6945,20.3309,44.8751,-584.087,-568.138,15.9496
8.5169,0.0084886,0.285566,4,15,0,-6.26719,-520.809,-492.568,42.9476,30.6945,20.3309,44.8751,-584.087,-568.138,15.9496
9.01909,0.554534,0.285566,3,11,0,-5.30257,-519.248,-492.465,46.9861,29.0756,21.8822,40.6784,-588.116,-562.219,25.8972
8.50912,0.439772,0.285566,1,2,1,-6.19579,-521.52,-491.934,47.4415,29.0788,24.2563,34.9224,-593.218,-555.935,37.2826
8.93381,0.666667,0.285566,1,3,1,-4.80328,-523.498,-493.507,47.8177,31.3953,23.1881,29.0104,-594.504,-553.913,40.5907
7.34236,1,0.285566,3,7,0,-6.49644,-512.508,-496.319,39.2743,34.6555,20.4121,24.7646,-572.194,-555.739,16.4552
9.31127,0.846931,0.285566,3,14,1,-2.72306,-516.959,-498.417,41.581,35.7775,21.2495,22.8482,-579.79,-557.043,22.7471
9.31127,0,0.285566,0,1,1,-3.98807,-516.959,-498.417,41.581,35.7775,21.2495,22.8482,-579.79,-557.043,22.7471
9.40183,0.992851,0.285566,3,15,0,-7.92384,-533.799,-490.034,40.1717,37.1823,19.5356,41.0689,-593.507,-568.285,25.2216
9.40183,0,0.285566,0,1,1,-6.05429,-533.799,-490.034,40.1717,37.1823,19.5356,41.0689,-593.507,-568.285,25.2216
7.79922,0.953431,0.285566,3,7,0,-5.41832,-533.272,-490.246,40.3013,46.0642,24.6478,37.0184,-598.221,-573.329,24.8923
10.2038,0.977625,0.285566,3,7,0,-6.00387,-526.357,-496.886,36.8771,30.4501,20.4978,29.4397,-583.732,-556.776,26.9561
8.20042,0.992479,0.285566,3,7,0,-7.31324,-533.104,-502.445,43.7844,36.0197,26.8079,35.1633,-603.696,-573.628,30.0682
9.60045,1,0.285566,3,7,0,-7.13475,-528.044,-499.48,48.9103,36.6674,18.9934,36.2572,-595.947,-572.405,23.5425
7.30325,0.402087,0.285566,4,15,0,-5.37287,-519.975,-493.975,50.4268,34.3457,30.0817,38.7396,-600.483,-567.06,33.423
7.22716,0.998903,0.285566,4,15,0,-3.68515,-530.173,-483.502,42.7804,44.0258,16.9702,34.5519,-589.924,-562.08,27.844
7.22716,0,0.285566,0,1,1,2.91132,-530.173,-483.502,42.7804,44.0258,16.9702,34.5519,-589.924,-562.08,27.844
2.69213,0.972099,0.285566,4,15,0,-0.36414,-517.545,-512.527,45.5192,27.1004,18.9503,18.3068,-582.014,-557.935,24.0796
2.17216,0.994669,0.285566,4,15,0,2.37641,-531.446,-479.233,35.5767,43.1866,19.8174,17.1872,-586.84,-539.607,47.233
5.38995,0.856206,0.285566,2,7,1,-1.4291,-531.458,-484.748,37.3307,44.4388,17.9975,18.7915,-586.786,-547.978,38.8076
9.97282,0.999905,0.285566,3,7,0,-4.8765,-527.271,-496.866,34.0605,33.7806,20.4211,30.6517,-581.753,-561.298,20.455
9.40981,0.413456,0.285566,1,2,1,-1.46629,-523.491,-493.073,33.1576,31.6123,21.8534,25.4938,-578.502,-550.179,28.3234
9.1817,0.989625,0.285566,4,15,0,-7.57194,-529.141,-498.502,43.2845,28.7335,23.4993,34.7338,-595.925,-561.969,33.9558
8.60799,0.842142,0.285566,4,15,0,-5.36214,-517.809,-492.922,50.2485,37.9646,19.7898,26.362,-587.847,-557.249,30.598
7.58691,0.96578,0.285566,4,15,0,-3.31947,-516.919,-494.784,51.0138,28.1539,20.0462,33.1551,-587.979,-556.094,31.8852
10.596,0.998712,0.285566,3,7,0,-7.31886,-521.468,-493.652,44.7927,35.5699,20.2047,31.6934,-586.466,-560.916,25.5498
9.24891,0.967234,0.285566,4,15,0,-8.06119,-523.083,-501.45,39.073,37.8276,21.265,20.6387,-583.421,-559.916,23.5042
6.12647,1,0.285566,3,7,0,-4.33076,-521.566,-496.104,36.7393,35.5949,29.2433,17.2029,-587.549,-548.902,38.6472
3.98304,0.968307,0.285566,4,15,0,-0.503459,-514.196,-492.265,31.3692,35.5598,17.8258,16.0469,-563.391,-543.872,19.5187
6.89082,0.984455,0.285566,3,7,0,-3.0394,-524.668,-494.636,33.2735,31.8437,20.8424,16.8787,-578.783,-543.359,35.4248
3.97755,0.816141,0.285566,3,7,0,-1.09899,-520.859,-507.174,33.6979,37.2865,26.9247,16.6005,-581.482,-561.061,20.4204
8.4683,0.85201,0.285566,3,11,0,-2.64292,-529.475,-499.087,41.1474,39.5615,19.3191,18.7138,-589.941,-557.362,32.5794
6.01845,0.88137,0.285566,3,9,1,-5.30786,-526.048,-499.53,41.5801,41.5427,16.8793,15.9534,-584.507,-557.027,27.4807
5.04132,0.317354,0.285566,3,12,1,-0.0736434,-523.148,-497.73,40.3648,46.2525,16.3253,16.4201,-579.838,-560.402,19.4355
5.82609,0.262015,0.285566,3,7,0,-1.82499,-524.971,-496.536,43.1462,44.2051,16.9112,16.0529,-585.029,-556.794,28.2343
7.14907,0.920548,0.285566,3,15,1,-3.40537,-523.549,-496.773,33.6104,39.1778,18.5865,16.7332,-575.746,-552.684,23.0617
7.7436,0.870801,0.285566,3,11,1,-5.07644,-523.139,-494.633,49.9145,34.1491,20.4245,20.5603,-593.479,-549.342,44.1363
9.59213,0.99782,0.285566,3,7,0,-7.81284,-521.634,-500.019,42.1908,34.2869,20.5082,33.0334,-584.333,-567.339,16.9936
8.39942,0.851018,0.285566,3,15,0,-7.27698,-522.774,-497.899,36.8596,33.2889,21.6558,18.1921,-581.29,-549.38,31.91
7.90988,0.994433,0.285566,3,7,0,-7.09962,-524.538,-497.931,40.5949,32.0692,18.6332,17.4801,-583.766,-547.48,36.286
9.96389,0.998844,0.285566,3,7,0,-7.4173,-522.244,-495.175,40.6298,37.9386,21.9648,22.0295,-584.838,-555.144,29.6946
10.0221,0.654435,0.285566,3,15,0,-8.11495,-522.808,-500.49,45.1413,36.4166,18.9475,26.7109,-586.897,-563.617,23.2795
10.0043,0.91264,0.285566,4,15,0,-5.73245,-532.624,-494.774,38.8535,34.8466,19.7568,38.9095,-591.235,-568.53,22.7043
9.69886,0.98975,0.285566,4,15,0,-8.70825,-527.146,-497.185,40.5584,34.0697,27.5712,35.5089,-595.275,-566.763,28.5119
8.71623,0.623801,0.285566,4,15,0,-6.84764,-518.431,-492.315,42.7266,26.9668,18.2285,39.087,-579.386,-558.369,21.0174
9.10301,0.235384,0.285566,4,19,1,-4.00587,-526.475,-494.84,43.5402,36.5612,27.2338,26.8128,-597.249,-558.214,39.0347
9.74027,0.655618,0.285566,3,11,0,-7.30789,-524.769,-493.313,43.3098,29.4281,17.4317,39.982,-585.511,-562.723,22.7879
10.4854,0.998655,0.285566,4,15,0,-9.01965,-525.587,-495.908,42.8622,40.9849,20.1971,29.8628,-588.646,-566.756,21.8906
10.7095,0.982589,0.285566,3,15,0,-9.60662,-526.362,-498.138,40.009,34.3452,21.875,31.8929,-588.246,-564.376,23.8698
10.6149,0.96513,0.285566,4,15,0,-7.52856,-523.273,-493.037,41.0403,34.6314,18.8169,35.2777,-583.13,-562.946,20.1843
10.2552,0.321728,0.285566,3,15,0,-8.50567,-528.26,-491.298,38.5411,35.0409,19.0383,27.9047,-585.839,-554.243,31.5956
9.16943,0.712892,0.285566,3,11,0,-5.42382,-523.766,-494.788,36.1408,34.4823,16.4583,22.6622,-576.365,-551.932,24.4327
9.20291,0.99711,0.285566,4,15,0,-7.69121,-523.855,-495.531,33.14,32.3342,17.5993,24.3487,-574.594,-552.214,22.3796
8.93857,0.899756,0.285566,4,15,0,-8.11176,-525.929,-495.336,33.0564,28.9846,18.6937,24.6866,-577.679,-549.007,28.6723
6.86193,0.993092,0.285566,4,15,0,-6.28586,-528.146,-491.265,27.0002,40.7205,23.6695,27.6679,-578.816,-559.653,19.1629
7.26903,0.969752,0.285566,4,15,0,-3.55886,-521.269,-495.85,31.8506,24.6736,18.1198,24.6168,-571.239,-545.141,26.0985
7.75009,0.995349,0.285566,4,15,0,-4.57661,-530.005,-501.937,36.8784,29.1755,16.089,31.3633,-582.973,-562.475,20.4974
7.75009,0.407014,0.285566,1,2,1,-4.54612,-530.005,-501.937,36.8784,29.1755,16.089,31.3633,-582.973,-562.475,20.4974
8.78481,0.999168,0.285566,4,15,0,-6.23234,-518.802,-487.081,45.4836,40.5498,22.7891,36.2574,-587.075,-563.889,23.1866
8.69711,0.950078,0.285566,3,15,0,-6.79376,-521.188,-488.614,39.2855,37.6773,27.8409,28.5699,-588.314,-554.861,33.4536
7.99804,0.97162,0.285566,4,15,0,-6.71452,-528.551,-501.367,42.8659,30.8809,15.8382,25.1026,-587.255,-557.351,29.9046
7.95998,0.71065,0.285566,3,7,0,-6.86682,-528.374,-502.357,42.38,35.7251,15.821,30.8215,-586.575,-568.903,17.6722
9.40065,1,0.285566,4,15,0,-6.40687,-521.525,-488.233,38.0993,36.4306,25.7925,33.8369,-585.417,-558.5,26.9169
9.40065,0,0.285566,0,1,1,-5.24467,-521.525,-488.233,38.0993,36.4306,25.7925,33.8369,-585.417,-558.5,26.9169
8.41979,0.982948,0.285566,4,15,0,-7.52832,-523.296,-502.306,46.1814,36.2839,16.7786,21.8223,-586.256,-560.412,25.8432
6.82397,0.329224,0.285566,4,15,0,-3.88801,-522.243,-502.122,43.588,35.3193,16.4799,17.2489,-582.311,-554.691,27.6201
10.0076,0.888889,0.285566,3,9,0,-6.34248,-523.105,-489.299,37.418,37.989,23.0955,29.6643,-583.619,-556.952,26.6667
7.34382,0.867291,0.285566,3,14,1,-5.15504,-532.393,-496.331,42.7159,39.9752,15.8861,20.8847,-590.995,-557.191,33.804
9.45749,0.984866,0.285566,4,15,0,-6.04675,-520.704,-489.664,40.6274,29.1851,22.5234,38.5601,-583.854,-557.409,26.4454
9.96045,0.996689,0.285566,3,15,0,-8.20779,-526.579,-497.494,46.9329,32.9389,21.1225,31.2528,-594.635,-561.685,32.9495
7.63608,0.942721,0.285566,3,7,0,-4.93084,-538.463,-497.323,41.7247,39.5896,21.344,28.1083,-601.532,-565.02,36.5111
6.68022,0.426607,0.285566,3,7,0,-3.15584,-540.607,-500.964,42.4768,33.2912,21.5625,42.8945,-604.646,-577.149,27.4965
7.98009,0.99999,0.285566,4,15,0,-6.00822,-517.086,-487.06,43.4979,39.1918,19.3993,21.425,-579.983,-547.677,32.3057
4.66181,0.985507,0.285566,4,15,0,-1.63191,-528.27,-486.223,54.3131,28.2766,16.5825,48.5066,-599.165,-563.006,36.1591
9.28097,0.880376,0.285566,4,15,0,-3.50384,-523.892,-495.639,32.0382,34.164,20.7198,23.0806,-576.65,-552.883,23.7668
10.1783,0.994099,0.285566,3,7,0,-8.4454,-526.913,-495.282,37.145,37.5398,22.876,25.2212,-586.934,-558.043,28.8914
9.82784,0.990502,0.285566,4,15,0,-8.56175,-522.212,-499.884,45.5075,35.652,17.7679,27.7338,-585.487,-563.27,22.2169
7.16321,0.960942,0.285566,3,7,0,-5.44078,-512.781,-492.72,48.4639,34.4739,16.8698,25.8357,-578.115,-553.03,25.0852
7.55757,0.999282,0.285566,4,15,0,-5.2636,-537.387,-495.168,35.1426,32.8577,24.7296,37.534,-597.26,-565.559,31.7003
7.52917,0.99338,0.285566,4,15,0,-3.62893,-530.888,-501.649,51.2223,43.7154,20.2847,30.4878,-602.395,-575.852,26.5429
9.99251,0.993786,0.285566,3,15,0,-5.62551,-528.776,-493.758,38.3,31.4602,17.6605,37.4407,-584.736,-562.659,22.0778
9.93227,0.976878,0.285566,3,15,0,-7.68171,-524.07,-496.084,38.1229,31.6557,17.0125,27.7601,-579.205,-555.499,23.706
9.70701,0.934796,0.285566,3,15,0,-7.37656,-524.259,-495.813,35.7607,32.0977,17.7123,31.1159,-577.732,-559.026,18.7054
10.2074,0.341854,0.285566,1,2,1,-5.34857,-524.893,-493.745,38.1997,33.7046,17.6579,25.4701,-580.751,-552.92,27.8304
10.2228,0.998574,0.285566,3,7,0,-9.95197,-526.525,-494.685,38.5864,33.1633,17.5091,26.7202,-582.62,-554.569,28.0518
9.83496,0.990893,0.285566,3,15,0,-8.0328,-529.079,-498.417,37.4241,31.245,23.3721,32.5756,-589.875,-562.237,27.6379
9.6415,0.996135,0.285566,4,15,0,-8.21814,-524.537,-493.842,38.0059,30.4255,19.97,40.6311,-582.512,-564.898,17.6139
10.1303,0.204393,0.285566,3,7,0,-6.99172,-527.348,-494.99,40.0126,32.3121,19.586,25.3608,-586.947,-552.663,34.2839
10.6398,0.666667,0.285566,1,3,0,-7.53373,-525.426,-496.873,41.6624,34.5849,18.8453,26.5953,-585.933,-558.053,27.8802
8.18134,0.970877,0.285566,3,7,0,-7.82852,-519.023,-499.061,51.8442,38.7884,18.2146,29.7371,-589.081,-567.587,21.4943
9.10125,0.931385,0.285566,2,3,0,-6.98488,-520.739,-497.582,50.3723,36.9122,18.1933,28.0856,-589.305,-562.58,26.7251
7.81807,0.749924,0.285566,2,5,0,-5.59217,-525.471,-493.673,53.935,36.5778,20.6491,29.5964,-600.055,-559.847,40.2077
7.43869,0.82692,0.285566,2,6,1,-6.21985,-523.329,-490.473,53.3284,34.1769,20.4399,28.9878,-597.097,-553.637,43.4601
9.38434,1,0.285566,3,7,0,-6.87246,-524.642,-490.927,47.4221,35.8373,20.5158,26.7975,-592.58,-553.561,39.0188
9.22283,0.511654,0.285566,3,7,0,-6.95721,-531.59,-489.644,43.2039,42.7898,19.4777,37.2362,-594.271,-569.67,24.6009
